timestamp_unix;timestamp_esp;device_id;suhu;kelembaban;interval_ms;latency_ms;jitter_ms;packet_rate;label
1.779.159.962.262;95277;ESP32-IDS-01;30.5;61.5;823;23;6;4.12;dos
1.779.148.600.614;405092;ESP32-IDS-01;28.8;69.2;657;20;0;2.4;normal
1.779.150.059.078;1863631;ESP32-IDS-01;29.0;67.7;990;20;1;1.8;dos
1779153022.88;497264;ESP32-IDS-01;29.9;63.1;3119;149;159;0.9;dos
1779145755.04;42519;ESP32-IDS-01;28.5;64.9;455;20;0;2.9;normal
1.779.151.406.962;1209028;ESP32-IDS-01;29.9;64.3;368;20;1;2.3;dos
1.779.149.331.873;1136399;ESP32-IDS-01;28.9;68.3;610;21;4;2.6;normal
1779154275.63;66778;ESP32-IDS-01;30.0;62.6;10000;1547;2988;2.5;dos
1.779.149.610.494;1415007;ESP32-IDS-01;29.1;67.7;346;20;0;1.0;normal
1.779.145.260.824;527719;ESP32-IDS-01;28.3;68.4;453;19;1;1.1;normal
1.779.145.960.656;142922;ESP32-IDS-01;28.6;63.3;921;19;1;1.1;normal
1.779.151.861.482;1663529;ESP32-IDS-01;29.8;64.4;632;31;21;3.78;dos
1.779.156.170.827;23131;ESP32-IDS-01;30.0;60.6;2405;572;1039;3.3;dos
1.779.145.964.754;147017;ESP32-IDS-01;28.6;62.3;648;19;1;2.4;normal
1779145376.82;643742;ESP32-IDS-01;28.3;68.5;730;20;0;1.2;normal
1.779.149.565.664;1370027;ESP32-IDS-01;29.1;67.8;828;77;86;1.6;normal
1779148290.77;95264;ESP32-IDS-01;28.2;70.4;439;19;1;2.8;normal
1.779.145.865.197;47442;ESP32-IDS-01;28.5;65.9;873;23;8;1.3;normal
1.779.165.598.169;1245251;ESP32-IDS-01;31.3;58.5;1411;9999;0;4.11;dos
1.779.156.716.117;408617;ESP32-IDS-01;30.1;61.7;654;34;24;2.4;dos
1.779.159.413.325;224530;ESP32-IDS-01;30.5;61.2;2782;23;6;0.66;dos
1.779.146.424.969;52712;ESP32-IDS-01;28.7;64.9;529;20;0;2.1;normal
1.779.145.303.707;570595;ESP32-IDS-01;28.3;69.0;813;22;5;0.6;normal
1.779.158.470.316;90235;ESP32-IDS-01;30.2;61.4;486;419;1161;2.4;dos
1.779.149.775.437;1579957;ESP32-IDS-01;29.0;67.8;957;28;17;2.0;normal
1.779.152.774.336;239945;ESP32-IDS-01;29.9;63.4;762;9999;0;2.2;dos
1.779.146.556.135;52722;ESP32-IDS-01;28.6;64.0;933;20;1;0.3;normal
1779146717.17;92596;ESP32-IDS-01;28.6;62.7;724;19;1;2.4;normal
1.779.159.774.449;27444;ESP32-IDS-01;30.7;61.0;965;28;9;4.44;dos
1.779.145.727.162;14665;ESP32-IDS-01;28.5;63.6;593;20;0;0.7;normal
1.779.158.558.991;39316;ESP32-IDS-01;30.2;61.5;1272;402;497;4.09;dos
1.779.157.033.606;179764;ESP32-IDS-01;30.0;62.4;385;26;12;6.69;dos
1.779.154.723.591;388254;ESP32-IDS-01;30.1;62.3;10000;9999;0;0.39;dos
1.779.154.640.538;319569;ESP32-IDS-01;30.1;62.3;10000;49;13;0.3;dos
1.779.153.386.194;361020;ESP32-IDS-01;30.1;62.6;723;21;7;4.48;dos
1779156089.67;91880;ESP32-IDS-01;30.0;61.9;1206;26;9;3.63;dos
1.779.149.231.608;1036135;ESP32-IDS-01;28.9;68.5;662;19;2;1.8;normal
1.779.154.599.048;278159;ESP32-IDS-01;30.1;62.3;833;20;4;7.3;dos
1.779.148.873.254;677763;ESP32-IDS-01;28.9;68.5;711;20;1;2.2;normal
1.779.148.426.589;231088;ESP32-IDS-01;28.7;69.7;633;19;2;2.2;normal
1.779.146.443.873;71638;ESP32-IDS-01;28.7;63.7;518;21;3;3.2;normal
1.779.155.782.942;53523;ESP32-IDS-01;30.0;62.2;820;361;514;4.14;dos
1.779.149.578.988;1383527;ESP32-IDS-01;29.1;67.8;675;19;1;1.9;normal
1779158514.31;135392;ESP32-IDS-01;30.2;61.5;807;27;15;2.6;dos
1.779.152.657.742;133399;ESP32-IDS-01;29.9;63.5;1450;378;522;0.5;dos
1.779.148.651.398;455880;ESP32-IDS-01;28.9;69.0;420;20;1;3.2;normal
1.779.166.096.092;201513;ESP32-IDS-01;31.5;57.6;1402;214;179;1.51;dos
1.779.145.606.529;873456;ESP32-IDS-01;28.4;67.3;964;21;1;0.5;normal
1779149115.29;919813;ESP32-IDS-01;28.9;68.3;691;19;2;2.5;normal
1.779.150.740.019;535637;ESP32-IDS-01;29.4;66.6;1367;476;610;3.73;dos
1779146800.43;15885;ESP32-IDS-01;28.6;64.4;801;24;5;2.9;normal
1.779.149.784.021;1588042;ESP32-IDS-01;29.0;67.8;810;88;13;0.7;normal
1.779.146.496.764;124535;ESP32-IDS-01;28.6;63.2;345;20;0;2.1;normal
1.779.166.199.214;55639;ESP32-IDS-01;31.0;54.7;358;21;6;7.29;dos
1.779.150.565.603;367561;ESP32-IDS-01;29.2;67.2;681;33;20;4.57;dos
1.779.146.305.232;248081;ESP32-IDS-01;28.6;64.9;646;19;1;1.2;normal
1779149617.4;1421879;ESP32-IDS-01;29.0;67.7;814;20;2;1.4;normal
1.779.145.684.949;951696;ESP32-IDS-01;28.5;65.0;487;82;93;2.9;normal
1.779.148.858.131;662647;ESP32-IDS-01;28.9;68.6;456;19;3;1.6;normal
1.779.145.526.479;793403;ESP32-IDS-01;28.4;68.8;377;20;0;2.0;normal
1.779.148.479.313;283784;ESP32-IDS-01;28.7;69.5;730;20;2;1.2;normal
1.779.148.314.855;119352;ESP32-IDS-01;28.3;70.3;428;18;2;3.4;normal
1.779.149.184.395;988920;ESP32-IDS-01;28.8;68.5;1260;19;2;0.3;normal
1.779.156.442.769;133980;ESP32-IDS-01;30.1;61.7;1407;468;885;2.81;dos
1.779.149.091.723;896242;ESP32-IDS-01;28.9;68.3;374;20;0;1.6;normal
1.779.151.363.189;1165254;ESP32-IDS-01;29.9;64.4;473;20;0;0.1;dos
1.779.155.458.904;149669;ESP32-IDS-01;30.0;62.3;529;26;13;3.99;dos
1.779.149.125.901;930396;ESP32-IDS-01;28.9;68.3;495;20;0;3.3;normal
1.779.145.484.563;751483;ESP32-IDS-01;28.3;66.4;722;21;3;3.1;normal
1779153949.26;69908;ESP32-IDS-01;30.0;62.5;571;9999;0;4.0;dos
1.779.154.644.516;323620;ESP32-IDS-01;30.1;62.3;830;32;13;9.03;dos
1.779.145.558.653;825581;ESP32-IDS-01;28.4;67.2;945;20;0;2.8;normal
1.779.166.282.186;138502;ESP32-IDS-01;30.8;54.6;481;62;28;2.3;dos
1.779.155.729.961;8087;ESP32-IDS-01;30.0;60.7;777;24;4;2.89;dos
1.779.146.529.239;25822;ESP32-IDS-01;28.6;62.5;571;20;0;0.5;normal
1.779.158.773.886;22272;ESP32-IDS-01;30.2;61.5;10000;9999;0;3.4;dos
1.779.151.265.506;1067498;ESP32-IDS-01;29.9;64.7;988;35;22;2.2;dos
1.779.164.712.485;384223;ESP32-IDS-01;30.0;63.2;1215;32;6;2.62;dos
1.779.145.186.916;453816;ESP32-IDS-01;28.3;69.2;935;20;1;2.8;normal
1.779.159.538.025;341260;ESP32-IDS-01;30.6;61.0;10000;9999;0;3.36;dos
1.779.146.776.686;152098;ESP32-IDS-01;28.6;64.1;321;24;7;1.5;normal
1.779.145.808.768;24696;ESP32-IDS-01;28.5;64.5;486;19;1;2.4;normal
1.779.145.095.137;362050;ESP32-IDS-01;28.2;69.8;691;20;0;1.9;normal
1.779.155.360.342;50985;ESP32-IDS-01;30.0;62.3;1363;61;20;1.73;dos
1779151905.61;1707663;ESP32-IDS-01;29.8;64.2;766;23;5;0.6;dos
1.779.146.220.031;162880;ESP32-IDS-01;28.6;64.0;620;18;2;1.5;normal
1.779.164.751.932;421461;ESP32-IDS-01;30.2;62.8;2149;415;522;0.67;dos
1.779.149.404.972;1209507;ESP32-IDS-01;29.0;68.1;426;18;2;1.4;normal
1.779.149.670.906;1475448;ESP32-IDS-01;29.0;67.8;761;19;2;1.4;normal
1779148539.68;344182;ESP32-IDS-01;28.7;69.5;470;19;2;1.3;normal
1.779.146.242.156;185004;ESP32-IDS-01;28.6;63.9;929;19;1;0.7;normal
1.779.146.485.007;112776;ESP32-IDS-01;28.6;62.6;710;20;0;3.0;normal
1.779.151.145.436;945852;ESP32-IDS-01;29.8;65.1;5138;565;1439;0.59;dos
1.779.150.806.277;595310;ESP32-IDS-01;29.5;66.2;674;9999;0;4.98;dos
1779145555.87;822796;ESP32-IDS-01;28.4;68.0;358;20;0;3.0;normal
1.779.148.498.509;302982;ESP32-IDS-01;28.7;69.5;743;21;1;0.2;normal
1.779.146.113.405;56217;ESP32-IDS-01;28.5;64.1;581;20;1;2.9;normal
1.779.151.992.975;1795039;ESP32-IDS-01;29.8;64.4;777;23;9;1.49;dos
1.779.158.430.412;51530;ESP32-IDS-01;30.2;61.4;956;30;17;2.05;dos
1.779.149.179.081;983579;ESP32-IDS-01;28.8;68.5;602;20;0;1.3;normal
1.779.146.720.476;95748;ESP32-IDS-01;28.6;64.8;439;71;78;2.8;normal
1.779.145.317.631;584549;ESP32-IDS-01;28.3;68.4;926;21;1;3.2;normal
1.779.153.556.639;531274;ESP32-IDS-01;30.0;62.7;8929;51;29;1.81;dos
1.779.151.592.207;1394255;ESP32-IDS-01;29.9;64.2;527;20;0;0.2;dos
1.779.145.985.001;167269;ESP32-IDS-01;28.6;64.4;759;19;2;1.9;normal
1.779.167.343.838;382676;ESP32-IDS-01;28.6;52.4;968;30;13;5.9;dos
1.779.148.602.737;407232;ESP32-IDS-01;28.8;69.2;707;22;3;3.1;normal
1.779.159.283.653;94842;ESP32-IDS-01;30.5;61.0;876;18;2;4.28;dos
1.779.157.614.791;87795;ESP32-IDS-01;30.3;61.3;3104;37;11;0.72;dos
1.779.165.378.469;1047993;ESP32-IDS-01;31.0;59.2;918;426;571;0.9;dos
1.779.146.041.642;223911;ESP32-IDS-01;28.6;64.3;425;19;2;2.6;normal
1.779.145.272.992;539916;ESP32-IDS-01;28.2;69.2;368;18;1;1.5;normal
1779149515.67;1320166;ESP32-IDS-01;29.0;68.0;754;32;35;2.9;normal
1779152486.67;2288505;ESP32-IDS-01;29.9;63.8;591;108;121;4.19;dos
1.779.146.003.084;185351;ESP32-IDS-01;28.6;63.0;929;19;1;0.7;normal
1.779.148.504.564;309064;ESP32-IDS-01;28.7;69.5;409;19;1;3.4;normal
1.779.151.766.804;1566819;ESP32-IDS-01;29.8;64.5;7997;33;22;0.9;dos
1779151520.4;1322451;ESP32-IDS-01;30.0;64.0;382;18;1;2.7;dos
1.779.165.345.918;1017727;ESP32-IDS-01;31.0;59.2;343;16;0;5.92;dos
1.779.145.959.142;141406;ESP32-IDS-01;28.6;63.3;657;19;3;0.3;normal
1.779.149.674.194;1478736;ESP32-IDS-01;29.0;67.8;836;19;2;2.7;normal
1.779.158.562.185;43661;ESP32-IDS-01;30.1;61.5;686;22;10;1.8;dos
1.779.151.810.108;1612161;ESP32-IDS-01;29.8;64.5;547;21;5;7.68;dos
1.779.148.903.735;708226;ESP32-IDS-01;28.9;68.5;536;27;13;0.4;normal
1.779.145.337.105;604002;ESP32-IDS-01;28.3;68.1;890;27;6;1.2;normal
1.779.159.011.886;94269;ESP32-IDS-01;30.5;60.6;602;37;11;0.2;dos
1.779.153.437.091;410883;ESP32-IDS-01;30.1;62.7;955;26;28;2.85;dos
1.779.148.565.525;370031;ESP32-IDS-01;28.7;69.4;677;19;3;1.9;normal
1.779.164.481.246;152993;ESP32-IDS-01;29.7;64.7;921;22;4;1.2;dos
1.779.151.194.184;996198;ESP32-IDS-01;29.8;64.9;380;34;24;1.3;dos
1.779.156.317.026;9546;ESP32-IDS-01;30.0;61.9;924;30;13;3.3;dos
1.779.150.520.712;322701;ESP32-IDS-01;29.1;67.4;851;24;13;1.28;dos
1.779.155.098.432;366504;ESP32-IDS-01;30.1;62.3;320;39;67;4.83;dos
1.779.152.073.111;1875023;ESP32-IDS-01;29.8;64.4;3426;56;24;1.29;dos
1.779.155.907.089;39665;ESP32-IDS-01;30.0;62.2;474;18;1;1.6;dos
1.779.159.635.027;28588;ESP32-IDS-01;30.7;59.6;743;1262;1276;4.65;dos
1.779.145.694.537;961472;ESP32-IDS-01;28.4;64.7;866;19;3;0.3;normal
1.779.149.644.771;1449304;ESP32-IDS-01;29.0;67.7;895;21;2;2.8;normal
1779151585.08;1387154;ESP32-IDS-01;29.9;64.2;569;20;1;0.6;dos
1779148276.82;81254;ESP32-IDS-01;28.2;70.3;436;19;1;0.1;normal
1.779.158.878.591;50494;ESP32-IDS-01;30.5;60.7;667;41;7;6.5;dos
1.779.148.371.505;176001;ESP32-IDS-01;28.5;70.0;471;19;4;0.8;normal
1779149340.86;1145365;ESP32-IDS-01;29.0;68.2;569;19;1;3.5;normal
1.779.167.005.107;43947;ESP32-IDS-01;28.9;53.5;898;29;14;2.61;dos
1.779.148.892.734;697248;ESP32-IDS-01;28.9;68.5;688;20;1;0.7;normal
1.779.146.007.692;189953;ESP32-IDS-01;28.6;65.4;810;20;1;1.6;normal
1.779.159.458.789;261209;ESP32-IDS-01;30.6;61.1;10000;627;664;2.45;dos
1.779.145.853.213;35472;ESP32-IDS-01;28.5;65.2;995;20;0;2.2;normal
1.779.148.632.005;436471;ESP32-IDS-01;28.8;69.0;423;24;4;0.4;normal
1779155082.95;339188;ESP32-IDS-01;30.1;62.3;10000;9999;0;0.87;dos
1.779.153.694.733;32715;ESP32-IDS-01;30.0;62.6;924;810;1452;4.38;dos
1.779.167.348.851;387697;ESP32-IDS-01;28.6;52.4;516;38;8;4.78;dos
1.779.157.347.862;47317;ESP32-IDS-01;30.1;61.8;667;31;21;2.0;dos
1.779.165.197.514;866116;ESP32-IDS-01;30.9;59.6;1452;406;980;3.69;dos
1.779.146.019.344;201595;ESP32-IDS-01;28.6;64.5;428;23;7;3.1;normal
1.779.149.734.375;1538895;ESP32-IDS-01;29.0;67.9;988;19;3;3.1;normal
1.779.145.968.621;150878;ESP32-IDS-01;28.6;64.4;307;20;0;0.8;normal
1.779.154.239.126;34879;ESP32-IDS-01;29.9;62.7;3458;25;6;1.19;dos
1779155085.71;353703;ESP32-IDS-01;30.1;62.3;1710;41;11;2.88;dos
1779159596.27;406245;ESP32-IDS-01;30.7;61.0;481;71;42;2.1;dos
1.779.146.242.561;185409;ESP32-IDS-01;28.6;63.9;405;19;1;0.4;normal
1779146161.9;104720;ESP32-IDS-01;28.6;64.6;941;19;1;0.4;normal
1.779.149.606.631;1411170;ESP32-IDS-01;29.1;67.7;867;19;1;0.7;normal
1.779.149.019.077;823589;ESP32-IDS-01;29.0;68.2;386;20;0;2.8;normal
1.779.158.022.797;176061;ESP32-IDS-01;30.2;61.0;697;35;27;5.67;dos
1.779.156.122.173;122528;ESP32-IDS-01;30.0;62.0;360;45;18;5.38;dos
1.779.145.128.304;395217;ESP32-IDS-01;28.2;71.5;561;20;0;1.8;normal
1.779.166.914.402;449024;ESP32-IDS-01;29.2;53.9;10000;1616;1129;2.8;dos
1.779.145.933.901;116160;ESP32-IDS-01;28.6;64.6;772;21;1;1.1;normal
1.779.165.382.691;1054443;ESP32-IDS-01;31.0;59.2;573;39;29;0.8;dos
1.779.149.483.105;1287638;ESP32-IDS-01;28.9;68.2;904;20;0;0.9;normal
1.779.149.020.769;825282;ESP32-IDS-01;29.0;68.2;469;21;0;2.0;normal
1.779.145.160.621;427537;ESP32-IDS-01;28.3;68.7;517;20;1;0.4;normal
1.779.149.315.378;1119903;ESP32-IDS-01;28.9;68.3;389;21;2;2.7;normal
1.779.151.413.055;1215120;ESP32-IDS-01;29.9;64.3;427;20;1;1.9;dos
1779145326.57;593474;ESP32-IDS-01;28.3;68.9;373;21;1;0.8;normal
1.779.157.334.953;19112;ESP32-IDS-01;30.1;60.6;10000;9999;0;3.38;dos
1.779.145.137.543;404456;ESP32-IDS-01;28.2;69.3;322;19;2;1.1;normal
1.779.149.163.055;967577;ESP32-IDS-01;28.8;68.5;864;19;3;2.5;normal
1.779.156.344.304;31117;ESP32-IDS-01;30.0;61.9;10000;9999;0;3.45;dos
1.779.166.600.486;145685;ESP32-IDS-01;29.3;54.7;318;27;10;6.24;dos
1.779.145.256.027;522756;ESP32-IDS-01;28.2;68.2;467;21;1;3.5;normal
1.779.148.826.323;630807;ESP32-IDS-01;28.9;68.6;316;21;1;3.2;normal
1.779.148.511.691;316185;ESP32-IDS-01;28.7;69.5;608;21;1;3.5;normal
1.779.146.352.271;34287;ESP32-IDS-01;28.7;63.1;314;24;6;2.6;normal
1.779.145.503.937;770865;ESP32-IDS-01;28.3;70.9;733;19;3;2.5;normal
1.779.167.101.954;140822;ESP32-IDS-01;28.8;53.3;318;19;2;3.1;dos
1.779.149.790.626;1595173;ESP32-IDS-01;29.0;67.8;468;19;2;0.2;normal
1.779.148.209.802;14294;ESP32-IDS-01;27.8;66.6;965;19;3;2.3;normal
1.779.145.844.879;26951;ESP32-IDS-01;28.5;65.1;931;83;148;0.9;normal
1.779.153.477.472;452272;ESP32-IDS-01;30.0;62.6;851;38;13;1.28;dos
1.779.145.418.736;685659;ESP32-IDS-01;28.3;68.7;807;20;4;3.4;normal
1.779.157.209.526;31950;ESP32-IDS-01;30.0;60.9;777;1363;2383;6.75;dos
1.779.155.273.043;535373;ESP32-IDS-01;30.0;62.3;8192;1950;2796;0.22;dos
1.779.145.177.038;443951;ESP32-IDS-01;28.3;68.6;518;21;1;2.8;normal
1.779.151.298.402;1100440;ESP32-IDS-01;29.9;64.5;759;19;0;3.2;dos
1779156085.25;87462;ESP32-IDS-01;30.0;62.0;486;22;7;4.46;dos
1779151362.75;1164781;ESP32-IDS-01;29.9;64.4;884;20;0;3.4;dos
1.779.154.154.704;291739;ESP32-IDS-01;29.9;62.7;2289;34;27;3.94;dos
1.779.146.612.731;109313;ESP32-IDS-01;28.7;64.6;481;23;12;2.1;normal
1.779.146.246.751;189598;ESP32-IDS-01;28.6;65.2;810;19;1;1.6;normal
1.779.149.780.554;1585059;ESP32-IDS-01;29.0;67.8;423;23;5;0.3;normal
1.779.165.788.694;43109;ESP32-IDS-01;31.4;58.0;3172;23;12;1.92;dos
1.779.145.745.361;32839;ESP32-IDS-01;28.5;66.4;780;20;0;2.8;normal
1.779.145.900.392;82653;ESP32-IDS-01;28.6;65.4;951;19;3;0.3;normal
1.779.146.754.037;129460;ESP32-IDS-01;28.6;64.7;349;21;1;1.6;normal
1.779.151.718.382;1520412;ESP32-IDS-01;29.8;64.6;1341;32;12;1.75;dos
1.779.152.399.492;2201153;ESP32-IDS-01;29.9;63.9;4140;131;94;3.74;dos
1.779.146.272.135;214957;ESP32-IDS-01;28.6;63.9;789;19;2;1.9;normal
1.779.146.654.493;29912;ESP32-IDS-01;28.7;61.5;876;21;1;2.0;normal
1.779.150.732.066;522669;ESP32-IDS-01;29.4;66.6;10000;9999;0;2.45;dos
1.779.165.249.053;920867;ESP32-IDS-01;30.9;59.5;852;19;11;4.62;dos
1.779.149.158.069;962591;ESP32-IDS-01;28.8;68.4;918;20;0;1.8;normal
1.779.149.342.489;1147019;ESP32-IDS-01;29.0;68.2;779;19;1;1.1;normal
1.779.148.298.011;102506;ESP32-IDS-01;28.3;70.3;707;19;2;2.9;normal
1.779.156.812.496;505037;ESP32-IDS-01;30.0;62.2;921;25;3;2.19;dos
1.779.155.338.906;18319;ESP32-IDS-01;30.0;62.3;801;45;30;4.15;dos
1.779.155.822.227;100316;ESP32-IDS-01;30.0;62.2;876;22;8;4.28;dos
1.779.153.973.138;110160;ESP32-IDS-01;30.0;62.5;998;26;5;2.2;dos
1.779.148.452.514;256978;ESP32-IDS-01;28.7;69.6;308;23;3;2.3;normal
1.779.150.060.212;1864763;ESP32-IDS-01;29.0;67.7;547;20;0;0.2;dos
1.779.145.093.511;360424;ESP32-IDS-01;28.2;69.8;760;20;1;2.3;normal
1.779.158.877.088;49026;ESP32-IDS-01;30.4;61.0;479;29;15;1.5;dos
1.779.150.787.086;589077;ESP32-IDS-01;29.4;66.3;909;25;12;2.0;dos
1.779.151.951.865;1753921;ESP32-IDS-01;29.8;64.2;320;24;9;4.92;dos
1.779.149.318.611;1123112;ESP32-IDS-01;28.9;68.3;805;29;13;0.2;normal
1.779.158.652.803;134290;ESP32-IDS-01;30.0;61.9;737;25;14;0.8;dos
1.779.154.104.887;241924;ESP32-IDS-01;30.0;62.5;604;32;23;2.0;dos
1.779.154.691.523;370656;ESP32-IDS-01;30.1;62.3;320;23;9;4.83;dos
1.779.146.381.246;8992;ESP32-IDS-01;28.7;65.3;924;19;2;3.3;normal
1.779.146.550.654;47244;ESP32-IDS-01;28.6;63.1;873;19;0;1.3;normal
1.779.148.603.674;408177;ESP32-IDS-01;28.8;69.2;370;20;0;2.5;normal
1.779.167.525.369;564215;ESP32-IDS-01;28.6;51.7;590;31;16;1.2;dos
1.779.148.446.678;251149;ESP32-IDS-01;28.7;69.6;696;21;1;1.4;normal
1.779.148.475.478;279946;ESP32-IDS-01;28.7;69.5;622;22;1;0.4;normal
1.779.148.306.301;110769;ESP32-IDS-01;28.3;70.3;360;29;15;1.5;normal
1.779.145.830.065;12324;ESP32-IDS-01;28.5;65.3;898;20;1;1.5;normal
1.779.146.721.797;97221;ESP32-IDS-01;28.6;64.8;723;20;0;3.1;normal
1.779.148.442.402;246898;ESP32-IDS-01;28.7;69.6;648;20;1;3.2;normal
1.779.165.660.093;1331896;ESP32-IDS-01;31.4;58.4;544;27;16;0.3;dos
1.779.145.987.606;169872;ESP32-IDS-01;28.6;65.3;384;19;1;1.5;normal
1.779.149.000.042;804321;ESP32-IDS-01;29.0;68.2;544;99;119;0.2;normal
1.779.151.237.982;1040042;ESP32-IDS-01;29.8;64.8;890;19;3;1.4;dos
1.779.158.341.667;10439;ESP32-IDS-01;30.4;59.7;777;32;12;2.89;dos
1779146685.15;60566;ESP32-IDS-01;28.6;64.2;300;21;2;2.4;normal
1.779.151.104.889;906936;ESP32-IDS-01;29.8;65.2;602;23;10;4.56;dos
1.779.150.478.063;280056;ESP32-IDS-01;29.0;67.7;481;30;18;4.18;dos
1.779.156.914.631;47923;ESP32-IDS-01;30.0;62.3;667;75;33;0.5;dos
1.779.156.766.283;457761;ESP32-IDS-01;30.0;61.9;653;392;451;7.09;dos
1779148676.11;480452;ESP32-IDS-01;28.9;68.9;411;75;168;2.7;normal
1.779.150.148.739;1953294;ESP32-IDS-01;28.9;68.0;487;20;0;0.7;dos
1.779.149.778.661;1583201;ESP32-IDS-01;29.0;67.8;735;21;3;0.9;normal
1779145476.74;743669;ESP32-IDS-01;28.3;68.4;723;19;3;1.9;normal
1.779.146.493.322;121079;ESP32-IDS-01;28.6;63.0;851;24;8;0.1;normal
1.779.157.380.257;79232;ESP32-IDS-01;30.1;61.8;977;165;187;1.22;dos
1.779.152.311.264;2113279;ESP32-IDS-01;29.9;64.0;790;44;48;3.4;dos
1.779.151.473.857;1275897;ESP32-IDS-01;30.0;64.0;972;21;2;2.9;dos
1.779.146.122.734;65573;ESP32-IDS-01;28.5;64.8;604;20;3;2.0;normal
1.779.146.779.258;154504;ESP32-IDS-01;28.7;61.9;371;79;89;2.9;normal
1.779.149.256.228;1060755;ESP32-IDS-01;28.9;68.5;721;19;0;0.4;normal
1.779.149.358.929;1163458;ESP32-IDS-01;29.0;68.2;842;20;0;0.1;normal
1.779.152.309.747;2111819;ESP32-IDS-01;29.9;64.0;937;28;10;2.8;dos
1.779.154.827.409;95526;ESP32-IDS-01;30.0;62.3;808;22;8;5.15;dos
1.779.149.581.271;1385779;ESP32-IDS-01;29.1;67.8;374;29;15;3.0;normal
1.779.146.258.404;201240;ESP32-IDS-01;28.6;65.1;428;23;9;3.1;normal
1.779.157.621.689;94724;ESP32-IDS-01;30.3;61.2;876;26;11;4.28;dos
1.779.148.207.679;12169;ESP32-IDS-01;27.7;65.7;898;20;0;1.5;normal
1.779.145.209.394;476307;ESP32-IDS-01;28.3;68.5;812;20;3;1.8;normal
1.779.145.439.161;706085;ESP32-IDS-01;28.3;68.7;955;20;0;2.4;normal
1.779.159.319.734;127788;ESP32-IDS-01;30.5;61.1;779;54;17;0.1;dos
1.779.155.139.659;402629;ESP32-IDS-01;30.1;62.2;1354;1018;2822;1.5;dos
1.779.146.005.116;187376;ESP32-IDS-01;28.6;64.8;674;21;2;3.5;normal
1.779.148.937.905;742423;ESP32-IDS-01;28.9;68.5;604;18;0;1.3;normal
1.779.146.733.997;109423;ESP32-IDS-01;28.6;64.8;901;19;2;0.3;normal
1.779.153.115.103;87784;ESP32-IDS-01;29.9;63.1;3446;31;11;0.4;dos
1.779.165.924.898;30956;ESP32-IDS-01;31.5;57.5;898;27;8;4.84;dos
1.779.146.383.821;11587;ESP32-IDS-01;28.7;65.3;898;20;1;1.5;normal
1.779.157.389.189;88576;ESP32-IDS-01;30.1;61.7;571;47;14;0.5;dos
1.779.165.994.626;83294;ESP32-IDS-01;31.4;57.7;808;9999;0;2.68;dos
1.779.157.932.352;83529;ESP32-IDS-01;30.3;60.8;1275;23;9;1.18;dos
1.779.159.224.797;27138;ESP32-IDS-01;30.6;60.7;10000;2761;4959;0.9;dos
1.779.155.281.648;549748;ESP32-IDS-01;30.0;62.3;590;23;10;4.29;dos
1.779.155.370.755;61476;ESP32-IDS-01;30.0;62.3;752;21;7;5.46;dos
1.779.146.597.673;94261;ESP32-IDS-01;28.7;64.9;892;20;1;0.8;normal
1.779.151.145.614;947631;ESP32-IDS-01;29.8;65.1;1779;30;27;3.56;dos
1.779.166.604.382;149568;ESP32-IDS-01;29.3;54.7;529;35;26;2.1;dos
1.779.152.666.357;143105;ESP32-IDS-01;29.9;63.5;873;33;13;1.3;dos
1.779.149.315.378;1119903;ESP32-IDS-01;28.9;68.3;389;21;2;2.7;normal
1.779.148.900.273;704785;ESP32-IDS-01;28.9;68.5;681;20;5;3.3;normal
1.779.146.708.251;83673;ESP32-IDS-01;28.6;64.1;667;20;0;3.3;normal
1.779.151.387.502;1189570;ESP32-IDS-01;29.9;64.3;487;19;1;1.8;dos
1.779.146.356.197;38223;ESP32-IDS-01;28.7;63.5;481;21;2;2.3;normal
1.779.156.928.459;59266;ESP32-IDS-01;30.0;62.3;10000;9999;0;1.79;dos
1.779.146.775.807;151232;ESP32-IDS-01;28.6;64.1;307;20;1;0.8;normal
1.779.150.158.719;1963273;ESP32-IDS-01;28.9;68.0;864;21;2;0.9;dos
1.779.165.608.007;1277602;ESP32-IDS-01;31.3;58.5;1321;40;2;2.26;dos
1779151426.95;1229012;ESP32-IDS-01;29.9;64.3;797;20;0;0.6;dos
1.779.167.381.193;406134;ESP32-IDS-01;28.6;52.4;10000;9999;0;1.26;dos
1.779.145.281.323;548241;ESP32-IDS-01;28.3;68.9;857;20;0;0.9;normal
1.779.158.443.884;53977;ESP32-IDS-01;30.2;61.4;602;9999;0;0.2;dos
1.779.160.045.345;37981;ESP32-IDS-01;30.6;61.5;898;30;12;3.73;dos
1.779.156.932.275;74843;ESP32-IDS-01;30.0;62.3;10000;660;1075;0.26;dos
1.779.148.229.517;34008;ESP32-IDS-01;27.9;69.0;737;20;0;0.8;normal
1.779.153.478.329;453170;ESP32-IDS-01;30.0;62.6;898;25;12;1.31;dos
1.779.145.680.659;947590;ESP32-IDS-01;28.5;65.0;737;20;1;0.9;normal
1.779.148.483.096;287592;ESP32-IDS-01;28.7;69.5;380;20;0;1.3;normal
1.779.158.154.531;307790;ESP32-IDS-01;30.3;60.6;2476;32;44;1.4;dos
1.779.146.479.093;106864;ESP32-IDS-01;28.6;62.3;848;20;1;2.3;normal
