timestamp_unix;timestamp_esp;device_id;suhu;kelembaban;interval_ms;latency_ms;jitter_ms;packet_rate;label
1.779.158.784.927;47425;ESP32-IDS-01;30.2;61.5;479;24;10;1.5;dos
1.779.155.053.479;321595;ESP32-IDS-01;30.0;62.4;777;24;13;3.3;dos
1.779.153.295.928;270731;ESP32-IDS-01;30.0;62.8;672;17;2;2.2;dos
1.779.149.564.662;1369199;ESP32-IDS-01;29.1;67.8;941;19;1;3.1;normal
1.779.155.385.648;63645;ESP32-IDS-01;30.0;62.3;1293;9999;0;0.97;dos
1.779.167.469.096;494162;ESP32-IDS-01;28.6;52.4;10000;9999;0;2.68;dos
1.779.155.505.405;196168;ESP32-IDS-01;30.0;62.3;841;23;7;4.28;dos
1.779.145.449.631;716554;ESP32-IDS-01;28.3;68.5;702;21;1;1.3;normal
1.779.149.477.755;1282286;ESP32-IDS-01;28.9;68.2;498;21;3;1.2;normal
1.779.158.295.615;448891;ESP32-IDS-01;30.4;60.9;425;28;17;1.6;dos
1779149448.78;1253306;ESP32-IDS-01;28.9;68.2;887;21;0;0.6;normal
1.779.145.512.835;779766;ESP32-IDS-01;28.3;70.9;837;18;2;1.8;normal
1.779.157.831.751;36405;ESP32-IDS-01;30.3;60.9;10000;587;724;1.67;dos
1779152170.83;1972865;ESP32-IDS-01;29.8;64.3;973;25;12;4.46;dos
1.779.146.643.932;19325;ESP32-IDS-01;28.7;61.9;655;20;0;2.5;normal
1779149798.16;1601604;ESP32-IDS-01;29.0;67.8;774;386;550;0.1;normal
1.779.149.810.133;1614676;ESP32-IDS-01;29.0;67.8;842;19;1;3.4;normal
1.779.158.385.639;6722;ESP32-IDS-01;30.3;59.8;466;28;33;2.25;dos
1.779.151.411.216;1213281;ESP32-IDS-01;29.9;64.3;536;20;0;0.2;dos
1.779.145.555.132;822063;ESP32-IDS-01;28.4;68.0;865;19;3;1.3;normal
1.779.156.662.793;352708;ESP32-IDS-01;30.1;61.7;922;559;1496;3.28;dos
1.779.145.798.065;14010;ESP32-IDS-01;28.5;65.7;314;21;1;1.5;normal
1.779.164.847.275;518911;ESP32-IDS-01;30.4;61.7;755;47;7;3.3;dos
1779150054.1;1858651;ESP32-IDS-01;29.0;67.7;760;20;2;0.8;dos
1.779.148.904.497;708985;ESP32-IDS-01;28.9;68.5;759;20;4;3.0;normal
1779158698.1;179597;ESP32-IDS-01;30.1;61.7;634;25;13;2.88;dos
1.779.166.152.741;9070;ESP32-IDS-01;31.3;55.7;777;44;40;4.17;dos
1.779.150.117.347;1921870;ESP32-IDS-01;28.9;67.9;560;30;16;1.3;dos
1.779.146.300.038;242880;ESP32-IDS-01;14.3;173.0;743;19;2;1.0;normal
1.779.149.376.628;1181163;ESP32-IDS-01;29.0;68.1;819;18;2;2.1;normal
1779149625.51;1430046;ESP32-IDS-01;29.0;67.7;450;20;0;3.1;normal
1.779.148.309.037;113529;ESP32-IDS-01;28.3;70.3;708;19;1;2.8;normal
1779155904.78;37328;ESP32-IDS-01;30.0;62.2;732;26;13;0.9;dos
1779153517.09;489724;ESP32-IDS-01;30.0;62.6;968;392;503;2.8;dos
1779149628.63;1433140;ESP32-IDS-01;29.0;67.7;840;20;4;0.6;normal
1.779.151.458.093;1260163;ESP32-IDS-01;30.0;64.0;934;20;0;0.3;dos
1.779.151.860.331;1662379;ESP32-IDS-01;29.8;64.4;584;21;10;6.12;dos
1.779.146.474.303;102071;ESP32-IDS-01;28.6;62.8;707;20;0;2.9;normal
1.779.145.954.358;136618;ESP32-IDS-01;28.6;64.5;982;20;0;2.9;normal
1.779.146.580.943;77518;ESP32-IDS-01;28.6;63.5;833;24;7;2.5;normal
1.779.149.045.614;850133;ESP32-IDS-01;29.0;68.2;440;20;1;1.2;normal
1.779.148.984.793;789309;ESP32-IDS-01;28.9;68.4;688;20;0;0.7;normal
1.779.149.080.252;884746;ESP32-IDS-01;28.9;68.3;743;20;0;1.6;normal
1.779.152.126.815;1928856;ESP32-IDS-01;29.9;64.3;330;21;6;2.7;dos
1.779.165.742.567;1414382;ESP32-IDS-01;31.4;58.1;548;25;11;2.22;dos
1.779.155.360.038;49622;ESP32-IDS-01;30.0;62.3;3045;61;20;2.83;dos
1.779.167.214.799;253345;ESP32-IDS-01;28.7;53.0;723;120;241;4.48;dos
1779165021.82;693410;ESP32-IDS-01;30.6;60.6;775;69;17;9.35;dos
1.779.148.719.043;523541;ESP32-IDS-01;29.0;68.5;681;20;1;0.7;normal
1.779.157.153.242;293076;ESP32-IDS-01;30.0;62.4;10000;682;1290;2.05;dos
1.779.150.246.921;48936;ESP32-IDS-01;28.9;67.9;379;24;4;0.3;dos
1.779.149.697.093;1501636;ESP32-IDS-01;29.0;67.9;445;19;1;2.7;normal
1.779.149.345.485;1150016;ESP32-IDS-01;29.0;68.2;311;19;2;0.6;normal
1.779.154.285.767;81537;ESP32-IDS-01;30.0;62.5;563;22;6;8.4;dos
1.779.166.057.636;161272;ESP32-IDS-01;31.5;56.1;2416;158;150;1.3;dos
1.779.153.691.055;31791;ESP32-IDS-01;30.0;61.2;777;136;146;6.75;dos
1.779.167.090.596;129485;ESP32-IDS-01;28.8;53.1;481;20;2;2.3;dos
1.779.145.993.856;176119;ESP32-IDS-01;28.6;64.0;471;19;3;0.8;normal
1.779.148.402.664;207161;ESP32-IDS-01;28.6;69.9;785;20;1;2.9;normal
1.779.145.943.325;125572;ESP32-IDS-01;28.6;63.2;425;25;14;1.6;normal
1.779.149.701.329;1505856;ESP32-IDS-01;29.0;67.9;535;25;18;1.5;normal
1.779.151.342.813;1144886;ESP32-IDS-01;29.9;64.4;730;17;2;3.4;dos
1.779.148.415.901;220400;ESP32-IDS-01;28.6;69.8;342;19;1;3.1;normal
1.779.148.742.164;546670;ESP32-IDS-01;29.0;68.4;520;21;1;1.4;normal
1.779.151.037.645;820699;ESP32-IDS-01;29.7;65.6;580;9999;0;3.52;dos
1.779.148.930.764;735124;ESP32-IDS-01;28.9;68.5;476;71;78;0.5;normal
1779165610.96;1282716;ESP32-IDS-01;31.3;58.5;524;40;10;1.2;dos
1.779.149.747.748;1552265;ESP32-IDS-01;29.0;67.8;733;20;0;3.3;normal
1.779.152.311.524;2113580;ESP32-IDS-01;29.9;64.0;301;21;9;0.6;dos
1.779.146.216.301;159142;ESP32-IDS-01;28.6;64.3;917;19;1;0.7;normal
1.779.145.284.596;551514;ESP32-IDS-01;28.3;69.2;378;20;0;1.1;normal
1779150468.35;270335;ESP32-IDS-01;28.9;67.9;922;33;24;4.37;dos
1.779.146.135.897;78731;ESP32-IDS-01;28.6;64.1;460;21;4;0.5;normal
1.779.148.563.865;368369;ESP32-IDS-01;28.7;69.4;743;19;1;0.5;normal
1.779.148.559.326;363828;ESP32-IDS-01;28.7;69.4;822;20;2;3.3;normal
1.779.145.519.911;786807;ESP32-IDS-01;28.4;68.7;971;21;2;2.7;normal
1.779.151.268.492;1070553;ESP32-IDS-01;29.9;64.7;976;20;0;2.2;dos
1779151402.95;1204992;ESP32-IDS-01;29.9;64.3;468;19;3;0.3;dos
1.779.157.124.677;269756;ESP32-IDS-01;30.0;62.4;518;384;520;7.06;dos
1.779.145.244.166;511057;ESP32-IDS-01;28.2;68.6;574;21;1;2.0;normal
1.779.149.440.004;1244511;ESP32-IDS-01;28.9;68.1;850;20;0;0.6;normal
1.779.148.476.192;280684;ESP32-IDS-01;28.7;69.5;738;22;6;0.1;normal
1.779.149.179.081;983579;ESP32-IDS-01;28.8;68.5;602;20;0;1.3;normal
1.779.152.761.992;238723;ESP32-IDS-01;29.9;63.4;892;26;3;4.62;dos
1.779.146.120.464;63284;ESP32-IDS-01;28.5;64.8;903;18;2;3.5;normal
1.779.159.956.136;89078;ESP32-IDS-01;30.5;61.5;486;35;17;4.46;dos
1.779.159.145.336;88643;ESP32-IDS-01;30.5;60.7;463;54;55;2.56;dos
1.779.150.939.868;730365;ESP32-IDS-01;29.5;66.2;945;9999;0;4.62;dos
1779148454.06;258555;ESP32-IDS-01;28.7;69.6;766;21;1;2.9;normal
1.779.151.943.525;1744525;ESP32-IDS-01;29.8;64.2;1350;365;519;3.04;dos
1.779.167.477.905;516797;ESP32-IDS-01;28.6;52.4;5790;23;10;2.57;dos
1779146648.87;24295;ESP32-IDS-01;28.7;63.7;728;19;1;1.3;normal
1.779.149.810.133;1614676;ESP32-IDS-01;29.0;67.8;842;19;1;3.4;normal
1.779.148.996.004;800486;ESP32-IDS-01;29.0;68.2;344;31;16;3.1;normal
1.779.166.872.703;417971;ESP32-IDS-01;29.1;52.3;901;22;7;0.3;dos
1.779.157.616.962;89948;ESP32-IDS-01;30.2;61.4;486;39;33;2.4;dos
1.779.149.500.911;1305413;ESP32-IDS-01;29.0;68.1;494;22;5;1.0;normal
1.779.148.406.346;210838;ESP32-IDS-01;28.6;69.9;317;21;1;1.9;normal
1.779.157.126.384;272469;ESP32-IDS-01;30.0;62.4;570;43;28;3.3;dos
1.779.159.233.524;44644;ESP32-IDS-01;30.6;60.7;5918;52;19;1.77;dos
1.779.153.705.253;46304;ESP32-IDS-01;30.0;62.6;330;48;44;0.2;dos
1.779.153.707.114;48237;ESP32-IDS-01;30.0;62.6;956;28;10;1.0;dos
1.779.167.300.653;339536;ESP32-IDS-01;28.7;52.9;787;18;2;4.27;dos
1.779.149.548.482;1353014;ESP32-IDS-01;29.0;67.9;654;20;0;2.2;normal
1779157486.42;53051;ESP32-IDS-01;30.2;61.5;1194;20;2;1.3;dos
1.779.146.498.421;126193;ESP32-IDS-01;28.6;63.2;784;19;3;2.0;normal
1.779.165.297.434;969237;ESP32-IDS-01;31.0;59.3;710;22;10;1.5;dos
1.779.145.765.641;52916;ESP32-IDS-01;28.5;65.1;529;88;102;2.1;normal
1.779.146.705.579;80997;ESP32-IDS-01;28.6;62.7;454;20;0;3.5;normal
1779145280.49;547384;ESP32-IDS-01;28.3;68.9;598;20;1;2.4;normal
1.779.164.709.206;380819;ESP32-IDS-01;30.0;63.2;1172;58;118;2.05;dos
1.779.148.680.625;485131;ESP32-IDS-01;28.9;68.8;669;20;0;0.9;normal
1.779.149.264.942;1069266;ESP32-IDS-01;28.9;68.4;420;78;92;2.5;normal
1.779.149.745.615;1550113;ESP32-IDS-01;29.0;67.9;305;34;21;2.2;normal
1.779.164.891.919;563669;ESP32-IDS-01;30.5;61.4;480;34;27;4.28;dos
1.779.152.205.948;1994926;ESP32-IDS-01;29.9;64.3;10000;9999;0;1.1;dos
1.779.156.525.604;203838;ESP32-IDS-01;30.0;61.8;10000;9999;0;1.07;dos
1.779.145.537.405;804332;ESP32-IDS-01;28.4;71.1;918;20;0;1.8;normal
1779159951.37;81518;ESP32-IDS-01;30.5;61.4;1429;47;2;2.0;dos
1.779.149.135.875;940374;ESP32-IDS-01;28.9;68.4;484;19;2;2.2;normal
1.779.157.842.309;49645;ESP32-IDS-01;30.3;60.9;655;35;15;5.55;dos
1.779.160.092.428;8612;ESP32-IDS-01;30.7;59.9;777;21;11;2.89;dos
1.779.145.933.901;116160;ESP32-IDS-01;28.6;64.6;772;21;1;1.1;normal
1.779.158.468.604;89749;ESP32-IDS-01;30.2;61.4;563;19;3;1.3;dos
1.779.153.565.218;540033;ESP32-IDS-01;30.0;62.7;519;33;13;5.33;dos
1.779.149.410.927;1215466;ESP32-IDS-01;29.0;68.1;318;17;1;2.7;normal
1.779.148.638.167;442642;ESP32-IDS-01;28.8;69.0;807;21;4;3.1;normal
1.779.159.241.576;52747;ESP32-IDS-01;30.5;60.8;515;27;11;1.3;dos
1.779.151.995.691;1797730;ESP32-IDS-01;29.8;64.4;933;32;10;1.67;dos
1.779.158.913.576;74655;ESP32-IDS-01;30.5;60.7;10000;2264;1887;1.55;dos
1.779.149.132.088;936611;ESP32-IDS-01;28.9;68.4;831;19;2;3.0;normal
1.779.155.369.943;60724;ESP32-IDS-01;30.0;62.3;480;26;9;0.4;dos
1.779.149.650.463;1454996;ESP32-IDS-01;29.0;67.7;947;22;2;0.6;normal
1.779.159.504.036;315251;ESP32-IDS-01;30.6;61.0;762;19;6;6.14;dos
1.779.148.993.426;797913;ESP32-IDS-01;29.0;68.3;865;30;16;1.3;normal
1.779.149.081.862;886382;ESP32-IDS-01;28.9;68.3;847;19;0;2.7;normal
1.779.149.698.098;1502637;ESP32-IDS-01;29.0;67.9;446;19;1;3.2;normal
1.779.156.221.169;78041;ESP32-IDS-01;30.0;61.9;376;56;58;2.5;dos
1.779.146.455.588;83354;ESP32-IDS-01;28.7;65.0;587;21;1;1.0;normal
1.779.153.518.797;493576;ESP32-IDS-01;30.0;62.6;653;45;75;5.56;dos
1.779.145.401.157;668078;ESP32-IDS-01;28.3;67.5;872;20;0;2.1;normal
1.779.166.102.024;203880;ESP32-IDS-01;31.6;57.7;581;1421;2029;8.06;dos
1779145091.29;358203;ESP32-IDS-01;28.2;69.8;687;20;1;2.7;normal
1.779.151.431.194;1233180;ESP32-IDS-01;30.0;64.2;436;33;2;3.1;dos
1.779.149.695.276;1499811;ESP32-IDS-01;29.0;67.9;884;22;3;2.3;normal
1.779.155.499.418;190182;ESP32-IDS-01;30.0;62.2;747;29;5;7.95;dos
1779164534.01;205706;ESP32-IDS-01;29.7;64.6;773;38;14;2.5;dos
1.779.145.235.193;502081;ESP32-IDS-01;28.3;68.9;850;21;1;3.0;normal
1.779.149.019.077;823589;ESP32-IDS-01;29.0;68.2;386;20;0;2.8;normal
1.779.155.847.909;116475;ESP32-IDS-01;30.0;62.2;10000;9999;0;2.97;dos
1.779.167.257.285;296188;ESP32-IDS-01;28.7;53.0;370;17;2;0.2;dos
1.779.154.241.002;36742;ESP32-IDS-01;29.9;62.7;898;31;19;2.61;dos
1.779.148.424.294;228789;ESP32-IDS-01;28.6;69.7;613;21;1;0.7;normal
1.779.165.140.294;794139;ESP32-IDS-01;30.9;59.7;617;9999;0;1.72;dos
1.779.167.436.832;475723;ESP32-IDS-01;28.6;52.4;307;22;7;0.8;dos
1.779.149.433.318;1237825;ESP32-IDS-01;28.9;68.1;765;19;2;0.7;normal
1779145697.38;964313;ESP32-IDS-01;28.5;65.0;632;20;0;0.1;normal
1.779.149.752.278;1556820;ESP32-IDS-01;29.0;67.8;797;20;0;2.4;normal
1.779.146.768.396;143822;ESP32-IDS-01;28.6;64.6;546;20;1;3.0;normal
1.779.149.464.985;1269523;ESP32-IDS-01;28.9;68.2;697;18;2;0.8;normal
1.779.146.129.196;72038;ESP32-IDS-01;28.6;65.9;518;19;1;3.2;normal
1.779.146.522.669;19232;ESP32-IDS-01;28.6;63.8;655;19;1;2.5;normal
1.779.166.422.509;89227;ESP32-IDS-01;29.8;54.5;602;33;18;0.2;dos
1.779.146.468.548;96315;ESP32-IDS-01;28.6;64.9;723;21;3;3.1;normal
1.779.166.093.859;188861;ESP32-IDS-01;31.5;57.6;10000;9999;0;2.76;dos
1.779.145.896.848;79108;ESP32-IDS-01;28.6;65.5;460;20;0;0.5;normal
1.779.146.147.729;90571;ESP32-IDS-01;28.6;64.4;906;20;1;1.5;normal
1.779.145.803.704;19633;ESP32-IDS-01;28.5;63.9;956;20;0;1.0;normal
1.779.145.778.334;65838;ESP32-IDS-01;28.5;65.0;461;20;0;2.4;normal
1.779.152.637.073;104523;ESP32-IDS-01;29.9;63.5;807;2199;2066;2.6;dos
1.779.149.202.606;1007128;ESP32-IDS-01;28.8;68.5;747;20;1;2.4;normal
1.779.146.071.471;14062;ESP32-IDS-01;28.5;63.0;314;99;226;1.5;normal
1.779.165.436.932;1108711;ESP32-IDS-01;31.1;59.1;424;24;6;3.96;dos
1.779.150.082.317;1886840;ESP32-IDS-01;28.9;67.8;677;21;0;0.6;dos
1.779.148.899.591;704104;ESP32-IDS-01;28.9;68.5;525;20;0;2.2;normal
1.779.151.374.695;1176758;ESP32-IDS-01;29.9;64.3;701;21;1;3.3;dos
1.779.152.082.816;1884836;ESP32-IDS-01;29.8;64.4;611;28;9;4.94;dos
1.779.153.886.276;23302;ESP32-IDS-01;30.0;62.5;965;31;12;2.3;dos
1.779.151.424.126;1226168;ESP32-IDS-01;29.9;64.3;574;20;0;2.0;dos
1.779.156.106.274;95385;ESP32-IDS-01;30.0;61.9;998;9999;0;1.2;dos
1779155865.66;143743;ESP32-IDS-01;30.0;60.5;590;38;22;3.1;dos
1.779.154.864.466;132416;ESP32-IDS-01;30.0;62.2;916;59;8;3.39;dos
1.779.148.772.146;576656;ESP32-IDS-01;28.9;68.5;542;19;2;0.2;normal
1.779.166.142.285;246089;ESP32-IDS-01;31.4;57.7;5962;765;587;2.57;dos
1.779.145.682.974;949906;ESP32-IDS-01;28.5;64.8;682;20;1;1.1;normal
1779150140.04;1944597;ESP32-IDS-01;28.9;68.0;381;19;1;0.9;dos
1779149788.82;1593364;ESP32-IDS-01;29.0;67.8;637;19;1;0.3;normal
1.779.145.522.281;789207;ESP32-IDS-01;28.4;68.7;854;20;2;2.8;normal
1.779.165.390.758;1062475;ESP32-IDS-01;31.0;59.2;759;40;34;4.52;dos
1.779.151.678.109;1480137;ESP32-IDS-01;29.8;64.6;346;26;27;3.3;dos
1.779.154.268.439;50992;ESP32-IDS-01;30.0;62.6;7600;9999;0;2.53;dos
1.779.164.802.513;474206;ESP32-IDS-01;30.3;62.1;908;47;39;3.2;dos
1.779.149.301.758;1106119;ESP32-IDS-01;28.9;68.3;703;74;86;2.6;normal
1.779.157.214.576;41023;ESP32-IDS-01;30.1;62.3;965;17;2;3.34;dos
1779154284.5;80246;ESP32-IDS-01;30.0;62.5;376;30;20;2.5;dos
1.779.155.898.093;25761;ESP32-IDS-01;30.0;60.8;10000;1657;2374;0.16;dos
1.779.151.563.395;1365467;ESP32-IDS-01;29.9;64.1;385;20;0;1.4;dos
1.779.166.246.621;102966;ESP32-IDS-01;30.8;54.6;560;39;22;1.4;dos
1.779.146.703.737;79155;ESP32-IDS-01;28.6;62.7;460;20;2;0.5;normal
1.779.146.487.043;114787;ESP32-IDS-01;28.6;62.8;634;20;1;2.5;normal
1.779.145.935.966;118228;ESP32-IDS-01;28.6;63.1;315;20;0;0.2;normal
1.779.149.217.571;1022103;ESP32-IDS-01;28.8;68.5;1201;17;2;2.4;normal
1.779.152.081.663;1883747;ESP32-IDS-01;29.8;64.4;643;18;1;2.76;dos
1.779.156.569.333;243118;ESP32-IDS-01;30.0;61.7;7889;9999;0;3.5;dos
1.779.149.301.157;1105416;ESP32-IDS-01;28.9;68.3;419;109;269;1.9;normal
1779164842.16;513794;ESP32-IDS-01;30.3;62.0;612;46;23;1.5;dos
1.779.150.518.922;320929;ESP32-IDS-01;29.1;67.5;428;28;32;5.74;dos
1.779.149.301.157;1105416;ESP32-IDS-01;28.9;68.3;419;109;269;1.9;normal
1.779.151.451.909;1253979;ESP32-IDS-01;30.0;64.1;787;19;3;2.2;dos
1.779.149.684.225;1488766;ESP32-IDS-01;29.0;67.8;446;20;1;3.5;normal
1.779.146.188.116;130962;ESP32-IDS-01;28.6;61.4;970;19;0;0.5;normal
1.779.159.098.898;42212;ESP32-IDS-01;30.4;60.8;7140;37;56;3.44;dos
1.779.159.369.164;180334;ESP32-IDS-01;30.5;61.1;873;25;9;7.03;dos
1.779.149.473.386;1277873;ESP32-IDS-01;28.9;68.2;360;35;25;3.1;normal
1.779.155.279.539;547568;ESP32-IDS-01;30.0;62.3;1288;27;9;3.68;dos
1.779.149.279.471;1084000;ESP32-IDS-01;28.9;68.4;804;19;3;0.6;normal
1.779.153.972.152;109162;ESP32-IDS-01;30.0;62.5;823;34;11;4.12;dos
1.779.145.586.805;853729;ESP32-IDS-01;28.4;66.2;913;21;0;0.7;normal
1.779.157.471.804;36939;ESP32-IDS-01;30.2;61.7;7188;176;178;1.5;dos
1.779.146.550.654;47244;ESP32-IDS-01;28.6;63.1;873;19;0;1.3;normal
1.779.159.598.971;410166;ESP32-IDS-01;30.7;61.0;955;27;9;2.85;dos
1.779.149.657.917;1462456;ESP32-IDS-01;29.0;67.7;682;20;5;2.1;normal
1.779.167.526.644;565531;ESP32-IDS-01;28.6;51.7;673;25;13;1.1;dos
1.779.146.012.001;194263;ESP32-IDS-01;28.6;63.9;738;20;1;2.8;normal
1.779.165.158.641;826993;ESP32-IDS-01;30.8;59.7;1331;489;886;3.55;dos
1.779.145.319.212;586134;ESP32-IDS-01;28.3;68.4;707;19;2;1.3;normal
1779146139.43;82276;ESP32-IDS-01;28.6;63.9;951;18;2;0.3;normal
1.779.149.127.296;931817;ESP32-IDS-01;28.9;68.3;407;20;0;1.8;normal
1.779.145.090.607;357516;ESP32-IDS-01;28.2;69.8;878;21;3;2.1;normal
1.779.151.562.578;1364438;ESP32-IDS-01;29.9;64.1;656;82;98;2.7;dos
1.779.145.212.359;479207;ESP32-IDS-01;28.3;68.5;844;21;1;3.3;normal
1.779.156.045.261;47441;ESP32-IDS-01;30.1;62.0;801;39;12;2.9;dos
1.779.157.570.774;43793;ESP32-IDS-01;30.2;61.4;898;36;25;2.61;dos
1.779.165.117.542;787150;ESP32-IDS-01;30.8;59.8;568;33;10;3.86;dos
1779151948.81;1750853;ESP32-IDS-01;29.8;64.2;428;27;32;2.74;dos
1.779.146.241.226;184075;ESP32-IDS-01;28.6;63.9;514;18;2;0.3;normal
1.779.154.016.408;152384;ESP32-IDS-01;30.0;62.5;934;384;534;2.5;dos
1.779.151.135.682;936552;ESP32-IDS-01;29.8;65.1;329;394;518;0.7;dos
1.779.156.895.133;41194;ESP32-IDS-01;30.0;62.3;965;43;8;3.4;dos
1.779.156.582.722;275243;ESP32-IDS-01;30.0;61.7;436;35;29;2.39;dos
1.779.146.545.814;42399;ESP32-IDS-01;28.6;62.0;467;21;2;2.1;normal
1.779.146.343.252;25259;ESP32-IDS-01;28.7;65.3;486;19;1;2.4;normal
1.779.155.943.149;74579;ESP32-IDS-01;30.0;62.2;9299;378;1033;2.5;dos
1.779.159.587.818;398535;ESP32-IDS-01;30.7;61.0;676;175;176;6.04;dos
1.779.149.282.733;1087217;ESP32-IDS-01;28.9;68.4;794;34;23;3.1;normal
1.779.153.576.738;547411;ESP32-IDS-01;30.0;62.7;545;68;65;1.3;dos
1.779.148.665.081;469584;ESP32-IDS-01;28.9;69.0;944;20;4;2.9;normal
1.779.158.654.134;135599;ESP32-IDS-01;30.0;61.9;995;34;15;2.2;dos
1.779.145.846.167;28389;ESP32-IDS-01;28.5;65.1;480;31;19;0.4;normal
1.779.158.273.457;414437;ESP32-IDS-01;30.3;60.9;8513;9999;0;2.4;dos
1.779.145.769.218;56686;ESP32-IDS-01;28.5;64.9;301;29;15;3.0;normal
1.779.148.289.874;94368;ESP32-IDS-01;28.2;70.4;892;19;1;0.8;normal
1.779.158.250.775;404053;ESP32-IDS-01;30.3;60.9;438;28;2;2.4;dos
1.779.149.149.039;953562;ESP32-IDS-01;28.9;68.4;842;19;1;2.7;normal
1.779.155.207.169;460727;ESP32-IDS-01;30.0;62.3;895;1900;3705;2.82;dos
1.779.152.804.799;281580;ESP32-IDS-01;29.9;63.3;631;23;7;3.88;dos
1.779.165.358.987;1018986;ESP32-IDS-01;31.0;59.2;697;9999;0;3.0;dos
1.779.167.485.596;524396;ESP32-IDS-01;28.6;51.8;733;46;16;2.86;dos
1.779.148.511.691;316185;ESP32-IDS-01;28.7;69.5;608;21;1;3.5;normal
1.779.145.183.148;450062;ESP32-IDS-01;28.3;69.2;473;20;3;0.1;normal
1.779.145.563.012;829912;ESP32-IDS-01;28.4;68.0;830;21;1;3.3;normal
1.779.165.121.769;793522;ESP32-IDS-01;30.9;59.7;574;38;25;5.68;dos
1.779.145.419.164;686064;ESP32-IDS-01;28.3;68.7;405;19;2;3.1;normal
1.779.146.639.235;14658;ESP32-IDS-01;28.7;65.0;314;19;0;1.5;normal
1779153842.23;183265;ESP32-IDS-01;30.0;62.5;918;57;50;1.7;dos
1.779.151.004.599;806523;ESP32-IDS-01;29.6;65.9;4130;44;11;3.44;dos
1.779.149.170.176;974672;ESP32-IDS-01;28.8;68.5;903;20;3;3.2;normal
1.779.150.741.654;543648;ESP32-IDS-01;29.4;66.6;673;31;13;4.07;dos
1.779.151.314.634;1116695;ESP32-IDS-01;29.9;64.4;583;21;1;0.9;dos
1.779.153.158.923;133720;ESP32-IDS-01;29.9;63.2;3871;25;13;0.36;dos
1.779.148.624.247;428748;ESP32-IDS-01;28.8;69.1;754;21;2;2.3;normal
1.779.156.173.316;28126;ESP32-IDS-01;30.0;60.6;4995;723;518;1.8;dos
1.779.159.642.014;39304;ESP32-IDS-01;30.7;60.9;474;30;19;1.6;dos
1.779.148.818.925;623435;ESP32-IDS-01;28.9;68.5;939;20;0;1.9;normal
1.779.154.689.769;368872;ESP32-IDS-01;30.0;62.3;922;30;11;5.45;dos
1.779.145.290.266;557159;ESP32-IDS-01;28.3;69.2;660;20;1;1.9;normal
1.779.146.394.818;22559;ESP32-IDS-01;28.7;62.3;463;26;10;0.4;normal
1.779.166.512.415;57641;ESP32-IDS-01;29.5;53.8;728;25;9;1.3;dos
1.779.150.050.506;1855059;ESP32-IDS-01;29.0;67.7;837;20;4;0.1;dos
1779151419.36;1221431;ESP32-IDS-01;29.9;64.3;422;19;2;2.3;dos
1.779.152.670.475;145095;ESP32-IDS-01;29.9;63.5;971;32;32;3.1;dos
1.779.166.062.133;166132;ESP32-IDS-01;31.5;56.4;1178;32;19;3.95;dos
1.779.155.005.662;273638;ESP32-IDS-01;30.0;62.5;944;65;46;0.5;dos
1.779.148.423.871;228176;ESP32-IDS-01;28.6;69.7;804;76;84;1.6;normal
1.779.150.122.862;1927414;ESP32-IDS-01;28.9;67.9;672;20;0;0.2;dos
1.779.157.976.346;129632;ESP32-IDS-01;30.2;60.9;560;24;11;3.19;dos
1.779.145.852.224;34477;ESP32-IDS-01;28.5;65.2;314;22;4;2.6;normal
1.779.149.418.395;1222928;ESP32-IDS-01;29.0;68.1;888;19;1;1.3;normal
1.779.154.150.995;288062;ESP32-IDS-01;29.9;62.7;460;22;4;9.2;dos
1.779.157.568.897;41930;ESP32-IDS-01;30.2;61.4;4874;28;27;1.11;dos
1.779.149.027.686;832199;ESP32-IDS-01;29.0;68.2;877;21;1;0.7;normal
1.779.145.497.704;764624;ESP32-IDS-01;28.3;68.7;610;22;3;3.1;normal
1.779.148.814.741;619254;ESP32-IDS-01;28.9;68.5;876;19;1;3.2;normal
1.779.150.131.606;1936135;ESP32-IDS-01;28.9;67.9;457;20;2;0.9;dos
1779150150.94;1955472;ESP32-IDS-01;28.9;68.0;640;19;1;0.5;dos
1.779.166.691.303;236525;ESP32-IDS-01;29.2;50.7;944;34;9;1.56;dos
1.779.148.935.351;739865;ESP32-IDS-01;28.9;68.5;555;20;0;0.4;normal
1.779.148.492.931;297422;ESP32-IDS-01;28.7;69.5;738;22;4;0.3;normal
1779145478.76;745688;ESP32-IDS-01;28.3;68.8;779;19;2;2.0;normal
1.779.145.339.836;606745;ESP32-IDS-01;28.3;68.9;423;22;1;0.1;normal
1779145936.46;118722;ESP32-IDS-01;28.6;63.1;494;20;0;1.5;normal
1.779.145.542.424;809350;ESP32-IDS-01;28.4;71.2;986;20;3;0.9;normal
1.779.156.535.467;228009;ESP32-IDS-01;30.0;61.8;5086;36;11;2.2;dos
1.779.155.143.952;412043;ESP32-IDS-01;30.1;62.2;438;34;6;2.4;dos
1779155085.11;351993;ESP32-IDS-01;30.1;62.3;745;418;500;4.14;dos
1.779.149.639.574;1444116;ESP32-IDS-01;29.0;67.7;600;19;2;1.6;normal
1779158612.02;93448;ESP32-IDS-01;30.0;61.8;3041;29;12;1.23;dos
1.779.164.939.996;611772;ESP32-IDS-01;30.5;61.0;710;24;10;6.22;dos
1.779.145.736.874;24376;ESP32-IDS-01;28.5;64.7;563;20;1;1.3;normal
